ch,sx,nr,mass
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,25.3
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,28.9
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,24.9
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,25.1
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,29.9
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,21
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,u,u,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0",M,F,25.2
"0,0,0,0,0,0,S,0,0,0,0,u,u,u,u,u,u,u,0,0,0,u,u,u,u,0,u,0,0,0,0,u,0,0,0,0,u,u,u,u,u,u,u,u,0,0,0,0,0,u,0,0,0,0",F,F,20.7
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,22.6
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,27.7
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,u,u,u,u,u,0,0,0,0,u,0,0,0,0,u,u,u,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0",F,F,21.3
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,u,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,27.7
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,23.5
"0,0,0,0,0,0,S,0,0,0,0,S,u,u,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,29.9
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,16.2
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,20.2
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,u,S,S,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,26.6
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,16.9
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,u,0,0,0,u,u,0,0,0,u,0,0,0,0,u,0,0,0,0,u,u,u,0,u,u,u,u,u,0,0,0,0,u,0,0,0,0",F,F,24.6
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,19.6
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,21.7
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,23.1
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,25.6
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,21.7
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,29.9
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,19.3
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,u,u,u,u,u,u,u,u,0,0,0,0,u,0,0,0,0",F,F,21.1
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,25.9
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,u,u,0,0,u,u,0,0,0,0,0,0,0,0,u,0,0,0,0,u,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0",F,F,22.5
"0,0,0,0,0,0,S,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,0,0,u,0,u,0,0,u,0,0,0,0,u,0,0,0,0",F,F,22.3
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,23.6
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,22.5
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,16.8
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,21.6
"0,0,0,0,0,0,S,0,0,0,0,S,S,S,u,u,u,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,u,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0",F,F,27.1
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,24.2
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,21.3
"0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,22.8
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,27.7
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,22.1
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,19.3
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,25
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,16.6
"0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,22.6
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,26
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,u,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0",F,F,19.1
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,24.5
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,26.8
"0,0,0,0,0,0,S,0,0,0,0,S,u,S,0,0,u,S,u,u,u,u,u,u,u,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,21.7
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,26.1
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,S,u,u,u,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,26.4
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,16.6
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,24.1
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,29.9
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,26.4
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,u,u,u,u,u,u,u,u,0,0,0,0,u,0,0,0,0",F,F,22.4
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,u,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,26.5
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,0,u,u,u,u,u,0,0,0,0,0,0,0,0,0",F,F,18.6
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,24.5
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,19.3
"0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,0,0,0,0,0,u,u,u,u,0,u,0,0,0,0,u,0,0,0,0,u,u,u,u,0,u,u,u,u,0,0,0,0,0,0,0,0,0",F,F,23.6
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,28.6
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,u,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0",M,F,27.1
"0,0,0,0,0,0,S,0,0,0,0,S,S,S,S,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,25.8
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,28.8
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0",M,F,28.3
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,u,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,u,u,u,0,u,0,u,0,0,0,0,u,0,0,0,0",F,F,21.4
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,u,u,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0",F,F,24.7
"0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,u,u,u,u,u,u,u,u,u,0,u,0,0,0,0,u,0,0,0,0,0,u,u,u,u,u,u,0,u,0,0,0,0,u,0,0,0,0",F,F,24.3
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,23.4
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,23.5
"0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,0,0,0,0,0,u,u,u,0,0,0,0,0,0,0,u,0,0,0,0,0,u,0,u,0,u,0,0,0,0,0,0,0,0,0,0,0,0",F,F,16.4
"0,0,0,0,0,0,S,0,0,0,0,u,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,26
"0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,23.6
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,33.6
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,25.7
"0,0,0,0,0,0,S,0,0,0,0,S,S,0,0,0,u,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,19.3
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,15.8
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,25.5
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,22.4
"0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,27.9
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,17.2
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,18.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,21.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,u,u,u,u,u,u,u,u,0,0,0,0,0,0,0,0,0",F,F,16.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,21.2
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,21.2
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,25.2
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,u,u,u,u,0,u,u,u,u,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,20.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,29.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,29.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,17.2
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,20.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,u,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,25.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,17.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,23.2
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,24.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,17.2
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,31.2
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,24.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,29.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,29.2
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0",M,F,22.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,28.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,26.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,18.2
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,19.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,19.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0",M,F,23.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,25.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,22.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,24.2
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,19.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,u,u,0,0,u,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,F,19.2
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,26.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,F,27.2
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,0,u,0,u,u,u,u,u,0,0,0,0,0,0,0,0,0",M,F,21.2
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,u,0,0,0,0,u,u,u,u,u,u,0,0,0,0,u,u,u,u,u,u,u,u,0,0,0,0,0,u,0,0,0,0",F,F,23.7
"0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,u,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0",M,F,26.7
